Layer1,Layer2,DKL
11,27,54.11719437494245
12,27,48.70826980570512
13,27,46.347614879672676
14,27,42.68670466614404
15,27,41.83878803058175
16,27,36.04086123894645
17,27,34.23450916368321
18,27,31.326077164119678
19,27,26.022655413596745
20,27,24.245026075221688
21,27,21.326650713274624
22,27,16.018652437183718
23,27,14.271952552835955
24,27,11.328085918359347
25,27,6.006743059435452
26,27,3.602232531896086
1,28,91.21415901184082
2,28,82.93432940612547
3,28,79.9174709867657
4,28,76.88653155882002
5,28,75.60919092837582
6,28,69.60348609581105
7,28,67.81712829674574
8,28,64.88144662359456
9,28,59.625818684698395
10,28,57.87815722509034
11,28,54.977857622536526
12,28,49.56893557073368
13,28,47.20828315570749
14,28,43.54737215573891
15,28,42.69945397299071
16,28,36.90152992735719
17,28,35.09517435505005
18,28,32.186743721331894
19,28,26.883319961772393
20,28,25.105691369619272
21,28,22.187316015089653
22,28,16.879318505718675
23,28,15.132618727872318
24,28,12.188752148806106
25,28,6.867409011915075
26,28,4.462898594066939
27,28,0.8606658795059491
1,29,97.01553344726562
2,29,88.73612761497498
3,29,85.71927218843484
4,29,82.68832852913692
5,29,81.41099059122666
6,29,75.40528586843611
7,29,73.6189321195305
8,29,70.68324800100049
9,29,65.42761619631496
10,29,63.67995504432443
11,29,60.77965811319572
12,29,55.37073491683671
13,29,53.01008207552342
14,29,49.34916859972786
15,29,48.501253165596765
16,29,42.703327582299316
17,29,40.89697559121785
18,29,37.98854321793847
19,29,32.685119093369764
20,29,30.907492161859945
21,29,27.98911648080263
22,29,22.681116681689467
23,29,20.93441903652407
24,29,17.99055134296345
25,29,12.66920878706923
26,29,10.264698781113875
27,29,6.662466037834521
28,29,5.801800210219614
1,30,98.82462120056152
2,30,90.54735740413889
3,30,87.53049126837868
4,30,84.49955430419732
5,30,83.2222129330371
6,30,77.21650464379825
7,30,75.43015033912125
8,30,72.49447090449196
9,30,67.23884228361148
10,30,65.49117546734757
11,30,62.59087662437574
12,30,57.181954028436074
13,30,54.82130322077168
14,30,51.160388886508336
15,30,50.312475132633836
16,30,44.51454764455881
17,30,42.708195307024205
18,30,39.799764608156934
19,30,34.49634092320214
20,30,32.718711729725335
21,30,29.800336380272178
22,30,24.492336559541094
23,30,22.745639182066512
24,30,19.801771096847876
25,30,14.480429964610805
26,30,12.075919417725595
27,30,8.473685964992837
28,30,7.613021042354504
29,30,1.8112205394912497
1,31,101.6722183227539
2,31,93.4345447246451
3,31,90.41729665297316
4,31,87.38635163171875
5,31,86.10901247737456
6,31,80.10330606304638
7,31,78.31695384241
8,31,75.38127153465224
9,31,70.1256429742893
10,31,68.37797756326711
11,31,65.47767925694217
12,31,60.0687555368951
13,31,57.708103047775055
14,31,54.047189407847384
15,31,53.199275034557175
16,31,47.40134737237929
17,31,45.594993127551035
18,31,42.6865625558035
19,31,37.38314135546911
20,31,35.60551068423
21,31,32.6871359014885
22,31,27.379136845099204
23,31,25.632439463612794
24,31,22.68857100216755
25,31,17.367230055313364
26,31,14.962719822382969
27,31,11.360486066860002
28,31,10.499820582099016
29,31,4.698020103168552
30,31,2.886799699336233
1,32,inf
2,32,inf
3,32,inf
4,32,inf
5,32,inf
6,32,inf
7,32,inf
8,32,inf
9,32,inf
10,32,inf
11,32,inf
12,32,inf
13,32,inf
14,32,inf
15,32,inf
16,32,inf
17,32,inf
18,32,inf
19,32,inf
20,32,inf
21,32,inf
22,32,inf
23,32,inf
24,32,inf
25,32,inf
26,32,inf
27,32,inf
28,32,inf
29,32,inf
30,32,inf
31,32,inf
1,33,inf
2,33,inf
3,33,inf
4,33,inf
5,33,inf
6,33,inf
7,33,inf
8,33,inf
9,33,inf
10,33,inf
11,33,inf
12,33,inf
13,33,inf
14,33,inf
15,33,inf
16,33,inf
17,33,inf
18,33,inf
19,33,inf
20,33,inf
21,33,inf
22,33,inf
23,33,inf
24,33,inf
25,33,inf
26,33,inf
27,33,inf
28,33,inf
29,33,inf
30,33,inf
31,33,inf
32,33,inf
1,34,inf
2,34,inf
3,34,inf
4,34,inf
5,34,inf
6,34,inf
7,34,inf
8,34,inf
9,34,inf
10,34,inf
11,34,inf
12,34,inf
13,34,inf
14,34,inf
15,34,inf
16,34,inf
17,34,inf
18,34,inf
19,34,inf
20,34,inf
21,34,inf
22,34,inf
23,34,inf
24,34,inf
25,34,inf
26,34,inf
27,34,inf
28,34,inf
29,34,inf
30,34,inf
31,34,inf
32,34,inf
33,34,2.87839518220301
1,35,inf
2,35,inf
3,35,inf
4,35,inf
5,35,inf
6,35,inf
7,35,inf
8,35,inf
9,35,inf
10,35,inf
11,35,inf
12,35,inf
13,35,inf
14,35,inf
15,35,inf
16,35,inf
17,35,inf
18,35,inf
19,35,inf
20,35,inf
21,35,inf
22,35,inf
23,35,inf
24,35,inf
25,35,inf
26,35,inf
27,35,inf
28,35,inf
29,35,inf
30,35,inf
31,35,inf
32,35,inf
33,35,inf
34,35,inf
1,36,inf
2,36,inf
3,36,inf
4,36,inf
5,36,inf
6,36,inf
7,36,inf
8,36,inf
9,36,inf
10,36,inf
11,36,inf
12,36,inf
13,36,inf
14,36,inf
15,36,inf
16,36,inf
17,36,inf
18,36,inf
19,36,inf
20,36,inf
21,36,inf
22,36,inf
23,36,inf
24,36,inf
25,36,inf
26,36,inf
27,36,inf
28,36,inf
29,36,inf
30,36,inf
31,36,inf
32,36,inf
33,36,inf
34,36,inf
35,36,1.7795792705513493
1,37,inf
2,37,inf
3,37,inf
4,37,inf
5,37,inf
6,37,inf
7,37,inf
8,37,inf
9,37,inf
10,37,inf
11,37,inf
12,37,inf
13,37,inf
14,37,inf
15,37,inf
16,37,inf
17,37,inf
18,37,inf
19,37,inf
20,37,inf
21,37,inf
22,37,inf
23,37,inf
24,37,inf
25,37,inf
26,37,inf
27,37,inf
28,37,inf
29,37,inf
30,37,inf
31,37,inf
32,37,inf
33,37,inf
34,37,inf
35,37,inf
36,37,inf
1,38,inf
2,38,inf
3,38,inf
4,38,inf
5,38,inf
6,38,inf
7,38,inf
8,38,inf
9,38,inf
10,38,inf
11,38,inf
12,38,inf
13,38,inf
14,38,inf
15,38,inf
16,38,inf
17,38,inf
18,38,inf
19,38,inf
20,38,inf
21,38,inf
22,38,inf
23,38,inf
24,38,inf
25,38,inf
26,38,inf
27,38,inf
28,38,inf
29,38,inf
30,38,inf
31,38,inf
32,38,inf
33,38,inf
34,38,inf
35,38,inf
36,38,inf
37,38,inf
