Layer1,Layer2,DKL
39-,84-,2.0710102836601436
41-,44-,0.17370377082261257
41-,45-,0.17370377082261257
41-,47-,0.4690781445824541
41-,48-,0.4690781445824541
41-,50-,0.6333991650026292
41-,51-,0.6333991650026292
41-,53-,0.833060814824421
41-,54-,0.833060814824421
41-,56-,0.9613906000740826
41-,57-,0.9613906000740826
41-,59-,1.1103589056292549
41-,60-,1.1103589056292549
41-,62-,1.1845601565437391
41-,63-,1.1845601565437391
41-,65-,1.306465933797881
41-,66-,1.306465933797881
41-,68-,1.3749156042467803
41-,69-,1.3749156042467803
41-,71-,1.4780120502691716
41-,72-,1.4780120502691716
41-,75-,1.5288318670354784
41-,76-,1.5288318670354784
41-,78-,1.6191237035673112
41-,79-,1.6191237035673112
41-,81-,1.7009833671618253
41-,82-,1.7009833671618253
41-,84-,1.8525024342816323
42-,44-,0.17370377082261257
42-,45-,0.17370377082261257
42-,47-,0.4690781445824541
42-,48-,0.4690781445824541
42-,50-,0.6333991650026292
42-,51-,0.6333991650026292
42-,53-,0.833060814824421
42-,54-,0.833060814824421
42-,56-,0.9613906000740826
42-,57-,0.9613906000740826
42-,59-,1.1103589056292549
42-,60-,1.1103589056292549
42-,62-,1.1845601565437391
42-,63-,1.1845601565437391
42-,65-,1.306465933797881
42-,66-,1.306465933797881
42-,68-,1.3749156042467803
42-,69-,1.3749156042467803
42-,71-,1.4780120502691716
42-,72-,1.4780120502691716
42-,75-,1.5288318670354784
42-,76-,1.5288318670354784
42-,78-,1.6191237035673112
42-,79-,1.6191237035673112
42-,81-,1.7009833671618253
42-,82-,1.7009833671618253
42-,84-,1.8525024342816323
44-,47-,0.29537436095415615
44-,48-,0.29537436095415615
44-,50-,0.45969538440112956
44-,51-,0.45969538440112956
44-,53-,0.6593570243567228
44-,54-,0.6593570243567228
44-,56-,0.7876868291059509
44-,57-,0.7876868291059509
44-,59-,0.9366551033454016
44-,60-,0.9366551033454016
44-,62-,1.0108563733519986
44-,63-,1.0108563733519986
44-,65-,1.1327621665550396
44-,66-,1.1327621665550396
44-,68-,1.2012118072016165
44-,69-,1.2012118072016165
44-,71-,1.3043082477524877
44-,72-,1.3043082477524877
44-,75-,1.3551280584651977
44-,76-,1.3551280584651977
44-,78-,1.4454199023311958
44-,79-,1.4454199023311958
44-,81-,1.52727955870796
44-,82-,1.52727955870796
44-,84-,1.6787986368872225
45-,47-,0.29537436095415615
45-,48-,0.29537436095415615
45-,50-,0.45969538440112956
45-,51-,0.45969538440112956
45-,53-,0.6593570243567228
45-,54-,0.6593570243567228
45-,56-,0.7876868291059509
45-,57-,0.7876868291059509
45-,59-,0.9366551033454016
45-,60-,0.9366551033454016
45-,62-,1.0108563733519986
45-,63-,1.0108563733519986
45-,65-,1.1327621665550396
45-,66-,1.1327621665550396
45-,68-,1.2012118072016165
45-,69-,1.2012118072016165
45-,71-,1.3043082477524877
45-,72-,1.3043082477524877
45-,75-,1.3551280584651977
45-,76-,1.3551280584651977
45-,78-,1.4454199023311958
45-,79-,1.4454199023311958
45-,81-,1.52727955870796
45-,82-,1.52727955870796
45-,84-,1.6787986368872225
47-,50-,0.16432101863028947
47-,51-,0.16432101863028947
47-,53-,0.3639826723956503
47-,54-,0.3639826723956503
47-,56-,0.49231244932161644
47-,57-,0.49231244932161644
47-,59-,0.6412807402666658
47-,60-,0.6412807402666658
47-,62-,0.7154820071009453
47-,63-,0.7154820071009453
47-,65-,0.8373877855483443
47-,66-,0.8373877855483443
47-,68-,0.9058374351589009
47-,69-,0.9058374351589009
47-,71-,1.0089339017868042
47-,72-,1.0089339017868042
47-,75-,1.0597537007997744
47-,76-,1.0597537007997744
47-,78-,1.1500455520581454
47-,79-,1.1500455520581454
47-,81-,1.2319051922531798
47-,82-,1.2319051922531798
47-,84-,1.383424278756138
48-,50-,0.16432101863028947
48-,51-,0.16432101863028947
48-,53-,0.3639826723956503
48-,54-,0.3639826723956503
48-,56-,0.49231244932161644
48-,57-,0.49231244932161644
48-,59-,0.6412807402666658
48-,60-,0.6412807402666658
48-,62-,0.7154820071009453
48-,63-,0.7154820071009453
48-,65-,0.8373877855483443
48-,66-,0.8373877855483443
48-,68-,0.9058374351589009
48-,69-,0.9058374351589009
48-,71-,1.0089339017868042
48-,72-,1.0089339017868042
48-,75-,1.0597537007997744
48-,76-,1.0597537007997744
48-,78-,1.1500455520581454
48-,79-,1.1500455520581454
48-,81-,1.2319051922531798
48-,82-,1.2319051922531798
48-,84-,1.383424278756138
50-,53-,0.1996616541291587
50-,54-,0.1996616541291587
50-,56-,0.3279914412414655
50-,57-,0.3279914412414655
50-,59-,0.4769597171980422
50-,60-,0.4769597171980422
50-,62-,0.5511609846143983
50-,63-,0.5511609846143983
50-,65-,0.6730667698138859
50-,66-,0.6730667698138859
50-,68-,0.7415164079866372
50-,69-,0.7415164079866372
50-,71-,0.8446128659998067
50-,72-,0.8446128659998067
50-,75-,0.8954326822131407
50-,76-,0.8954326822131407
50-,78-,0.9857245376915671
50-,79-,0.9857245376915671
50-,81-,1.0675841686315835
50-,82-,1.0675841686315835
50-,84-,1.219103236857336
51-,53-,0.1996616541291587
51-,54-,0.1996616541291587
51-,56-,0.3279914412414655
51-,57-,0.3279914412414655
51-,59-,0.4769597171980422
51-,60-,0.4769597171980422
51-,62-,0.5511609846143983
51-,63-,0.5511609846143983
51-,65-,0.6730667698138859
51-,66-,0.6730667698138859
51-,68-,0.7415164079866372
51-,69-,0.7415164079866372
51-,71-,0.8446128659998067
51-,72-,0.8446128659998067
51-,75-,0.8954326822131407
51-,76-,0.8954326822131407
51-,78-,0.9857245376915671
51-,79-,0.9857245376915671
51-,81-,1.0675841686315835
51-,82-,1.0675841686315835
51-,84-,1.219103236857336
53-,56-,0.12832977616926655
53-,57-,0.12832977616926655
53-,59-,0.27729805648414185
53-,60-,0.27729805648414185
53-,62-,0.3514993217831943
53-,63-,0.3514993217831943
53-,65-,0.47340509353671223
53-,66-,0.47340509353671223
53-,68-,0.5418547439476242
53-,69-,0.5418547439476242
53-,71-,0.6449511874525342
53-,72-,0.6449511874525342
53-,75-,0.695770989113953
53-,76-,0.695770989113953
53-,78-,0.786062841565581
53-,79-,0.786062841565581
53-,81-,0.8679224824591074
53-,82-,0.8679224824591074
53-,84-,1.0194415433797985
54-,56-,0.12832977616926655
54-,57-,0.12832977616926655
54-,59-,0.27729805648414185
54-,60-,0.27729805648414185
54-,62-,0.3514993217831943
54-,63-,0.3514993217831943
54-,65-,0.47340509353671223
54-,66-,0.47340509353671223
54-,68-,0.5418547439476242
54-,69-,0.5418547439476242
54-,71-,0.6449511874525342
54-,72-,0.6449511874525342
54-,75-,0.695770989113953
54-,76-,0.695770989113953
54-,78-,0.786062841565581
54-,79-,0.786062841565581
54-,81-,0.8679224824591074
54-,82-,0.8679224824591074
54-,84-,1.0194415433797985
56-,59-,0.14896827877601027
56-,60-,0.14896827877601027
56-,62-,0.22316954311099835
56-,63-,0.22316954311099835
56-,65-,0.34507531781855505
56-,66-,0.34507531781855505
56-,68-,0.4135249634855427
56-,69-,0.4135249634855427
56-,71-,0.5166214165801648
56-,72-,0.5166214165801648
56-,75-,0.5674412184889661
56-,76-,0.5674412184889661
56-,78-,0.6577330744185019
56-,79-,0.6577330744185019
56-,81-,0.7395926994504407
56-,82-,0.7395926994504407
56-,84-,0.8911117794923484
57-,59-,0.14896827877601027
57-,60-,0.14896827877601027
57-,62-,0.22316954311099835
57-,63-,0.22316954311099835
57-,65-,0.34507531781855505
57-,66-,0.34507531781855505
57-,68-,0.4135249634855427
57-,69-,0.4135249634855427
57-,71-,0.5166214165801648
57-,72-,0.5166214165801648
57-,75-,0.5674412184889661
57-,76-,0.5674412184889661
57-,78-,0.6577330744185019
57-,79-,0.6577330744185019
57-,81-,0.7395926994504407
57-,82-,0.7395926994504407
57-,84-,0.8911117794923484
59-,62-,0.07420126518445613
59-,63-,0.07420126518445613
59-,65-,0.19610703666694462
59-,66-,0.19610703666694462
59-,68-,0.26455668504786445
59-,69-,0.26455668504786445
59-,71-,0.36765313687646994
59-,72-,0.36765313687646994
59-,75-,0.4184729273983976
59-,76-,0.4184729273983976
59-,78-,0.5087647799518891
59-,79-,0.5087647799518891
59-,81-,0.5906244149518898
59-,82-,0.5906244149518898
59-,84-,0.7421435035357717
60-,62-,0.07420126518445613
60-,63-,0.07420126518445613
60-,65-,0.19610703666694462
60-,66-,0.19610703666694462
60-,68-,0.26455668504786445
60-,69-,0.26455668504786445
60-,71-,0.36765313687646994
60-,72-,0.36765313687646994
60-,75-,0.4184729273983976
60-,76-,0.4184729273983976
60-,78-,0.5087647799518891
60-,79-,0.5087647799518891
60-,81-,0.5906244149518898
60-,82-,0.5906244149518898
60-,84-,0.7421435035357717
62-,65-,0.12190577729052166
62-,66-,0.12190577729052166
62-,68-,0.19035542367055314
62-,69-,0.19035542367055314
62-,71-,0.29345188104343833
62-,72-,0.29345188104343833
62-,75-,0.34427167740795994
62-,76-,0.34427167740795994
62-,78-,0.4345635323552415
62-,79-,0.4345635323552415
62-,81-,0.5164231675735209
62-,82-,0.5164231675735209
62-,84-,0.6679422579763923
63-,65-,0.12190577729052166
63-,66-,0.12190577729052166
63-,68-,0.19035542367055314
63-,69-,0.19035542367055314
63-,71-,0.29345188104343833
63-,72-,0.29345188104343833
63-,75-,0.34427167740795994
63-,76-,0.34427167740795994
63-,78-,0.4345635323552415
63-,79-,0.4345635323552415
63-,81-,0.5164231675735209
63-,82-,0.5164231675735209
63-,84-,0.6679422579763923
65-,68-,0.06844965479285747
65-,69-,0.06844965479285747
65-,71-,0.17154611748992465
65-,72-,0.17154611748992465
65-,75-,0.22236592061381089
65-,76-,0.22236592061381089
65-,78-,0.3126577829971211
65-,79-,0.3126577829971211
65-,81-,0.39451741845550714
65-,82-,0.39451741845550714
65-,84-,0.5460365160834044
66-,68-,0.06844965479285747
66-,69-,0.06844965479285747
66-,71-,0.17154611748992465
66-,72-,0.17154611748992465
66-,75-,0.22236592061381089
66-,76-,0.22236592061381089
66-,78-,0.3126577829971211
66-,79-,0.3126577829971211
66-,81-,0.39451741845550714
66-,82-,0.39451741845550714
66-,84-,0.5460365160834044
68-,71-,0.10309646203677403
68-,72-,0.10309646203677403
68-,75-,0.15391625889969873
68-,76-,0.15391625889969873
68-,78-,0.24420812170865247
68-,79-,0.24420812170865247
68-,81-,0.3260677598154871
68-,82-,0.3260677598154871
68-,84-,0.4775868428841932
69-,71-,0.10309646203677403
69-,72-,0.10309646203677403
69-,75-,0.15391625889969873
69-,76-,0.15391625889969873
69-,78-,0.24420812170865247
69-,79-,0.24420812170865247
69-,81-,0.3260677598154871
69-,82-,0.3260677598154871
69-,84-,0.4775868428841932
71-,75-,0.05081979765145661
71-,76-,0.05081979765145661
71-,78-,0.14111165280701243
71-,79-,0.14111165280701243
71-,81-,0.22297129641083302
71-,82-,0.22297129641083302
71-,84-,0.3744903815095313
72-,75-,0.05081979765145661
72-,76-,0.05081979765145661
72-,78-,0.14111165280701243
72-,79-,0.14111165280701243
72-,81-,0.22297129641083302
72-,82-,0.22297129641083302
72-,84-,0.3744903815095313
75-,78-,0.09029185208055424
75-,79-,0.09029185208055424
75-,81-,0.17215148408649839
75-,82-,0.17215148408649839
75-,84-,0.32367056343355216
76-,78-,0.09029185208055424
76-,79-,0.09029185208055424
76-,81-,0.17215148408649839
76-,82-,0.17215148408649839
76-,84-,0.32367056343355216
78-,81-,0.08185963627875026
78-,82-,0.08185963627875026
78-,84-,0.23337871791227371
79-,81-,0.08185963627875026
79-,82-,0.08185963627875026
79-,84-,0.23337871791227371
81-,84-,0.15151908059306152
82-,84-,0.15151908059306152
2-,5-,2.6197826862335205
2-,6-,2.6197826862335205
2-,8-,3.345015525817871
2-,9-,3.345015525817871
2-,12-,3.827174663543701
2-,13-,3.827174663543701
2-,15-,4.302145957946777
2-,16-,4.302145957946777
2-,18-,4.765122413635254
2-,19-,4.765122413635254
2-,21-,5.19458532333374
2-,22-,5.19458532333374
2-,25-,5.368929386138916
2-,26-,5.368929386138916
2-,28-,5.624833583831787
2-,29-,5.624833583831787
2-,31-,5.904831886291504
2-,32-,5.904831886291504
2-,34-,6.206593990325928
2-,35-,6.206593990325928
2-,38-,6.315065860748291
2-,39-,6.315065860748291
2-,41-,6.526638507843018
2-,42-,6.526638507843018
2-,44-,6.759645938873291
2-,45-,6.759645938873291
2-,47-,7.032959461212158
2-,48-,7.032959461212158
2-,50-,7.122476100921631
2-,51-,7.122476100921631
2-,53-,7.324760913848877
2-,54-,7.324760913848877
2-,56-,7.393150806427002
2-,57-,7.393150806427002
2-,59-,7.551559925079346
2-,60-,7.551559925079346
2-,62-,7.624515533447266
2-,63-,7.624515533447266
2-,65-,7.754094123840332
2-,66-,7.754094123840332
2-,68-,7.805841445922852
2-,69-,7.805841445922852
2-,71-,7.915181636810303
2-,72-,7.915181636810303
2-,75-,7.96912956237793
2-,76-,7.96912956237793
2-,78-,8.063142776489258
2-,79-,8.063142776489258
2-,81-,8.154450416564941
2-,82-,8.154450416564941
2-,84-,8.310577392578125
3-,5-,2.6197826862335205
3-,6-,2.6197826862335205
3-,8-,3.345015525817871
3-,9-,3.345015525817871
3-,12-,3.827174663543701
3-,13-,3.827174663543701
3-,15-,4.302145957946777
3-,16-,4.302145957946777
3-,18-,4.765122413635254
3-,19-,4.765122413635254
3-,21-,5.19458532333374
3-,22-,5.19458532333374
3-,25-,5.368929386138916
3-,26-,5.368929386138916
3-,28-,5.624833583831787
3-,29-,5.624833583831787
3-,31-,5.904831886291504
3-,32-,5.904831886291504
3-,34-,6.206593990325928
3-,35-,6.206593990325928
3-,38-,6.315065860748291
3-,39-,6.315065860748291
3-,41-,6.526638507843018
3-,42-,6.526638507843018
3-,44-,6.759645938873291
3-,45-,6.759645938873291
3-,47-,7.032959461212158
3-,48-,7.032959461212158
3-,50-,7.122476100921631
3-,51-,7.122476100921631
3-,53-,7.324760913848877
3-,54-,7.324760913848877
3-,56-,7.393150806427002
3-,57-,7.393150806427002
3-,59-,7.551559925079346
3-,60-,7.551559925079346
3-,62-,7.624515533447266
3-,63-,7.624515533447266
3-,65-,7.754094123840332
3-,66-,7.754094123840332
3-,68-,7.805841445922852
3-,69-,7.805841445922852
3-,71-,7.915181636810303
3-,72-,7.915181636810303
3-,75-,7.96912956237793
3-,76-,7.96912956237793
3-,78-,8.063142776489258
3-,79-,8.063142776489258
3-,81-,8.154450416564941
3-,82-,8.154450416564941
3-,84-,8.310577392578125
5-,8-,0.7252329401671886
5-,9-,0.7252329401671886
5-,12-,1.207391895353794
5-,13-,1.207391895353794
5-,15-,1.6823631301522255
5-,16-,1.6823631301522255
5-,18-,2.1453397423028946
5-,19-,2.1453397423028946
5-,21-,2.574802652001381
5-,22-,2.574802652001381
5-,25-,2.7491466253995895
5-,26-,2.7491466253995895
5-,28-,3.005050703883171
5-,29-,3.005050703883171
5-,31-,3.2850492894649506
5-,32-,3.2850492894649506
5-,34-,3.5868113934993744
5-,35-,3.5868113934993744
5-,38-,3.6952831149101257
5-,39-,3.6952831149101257
5-,41-,3.906855881214142
5-,42-,3.906855881214142
5-,44-,4.139863133430481
5-,45-,4.139863133430481
5-,47-,4.413177013397217
5-,48-,4.413177013397217
5-,50-,4.502693444490433
5-,51-,4.502693444490433
5-,53-,4.704978168010712
5-,54-,4.704978168010712
5-,56-,4.773368537425995
5-,57-,4.773368537425995
5-,59-,4.93177717924118
5-,60-,4.93177717924118
5-,62-,5.00473290681839
5-,63-,5.00473290681839
5-,65-,5.134311258792877
5-,66-,5.134311258792877
5-,68-,5.1860591173172
5-,69-,5.1860591173172
5-,71-,5.295399069786072
5-,72-,5.295399069786072
5-,75-,5.349346786737442
5-,76-,5.349346786737442
5-,78-,5.443360358476639
5-,79-,5.443360358476639
5-,81-,5.534667879343033
5-,82-,5.534667879343033
5-,84-,5.690794587135315
6-,8-,0.7252329401671886
6-,9-,0.7252329401671886
6-,12-,1.207391895353794
6-,13-,1.207391895353794
6-,15-,1.6823631301522255
6-,16-,1.6823631301522255
6-,18-,2.1453397423028946
6-,19-,2.1453397423028946
6-,21-,2.574802652001381
6-,22-,2.574802652001381
6-,25-,2.7491466253995895
6-,26-,2.7491466253995895
6-,28-,3.005050703883171
6-,29-,3.005050703883171
6-,31-,3.2850492894649506
6-,32-,3.2850492894649506
6-,34-,3.5868113934993744
6-,35-,3.5868113934993744
6-,38-,3.6952831149101257
6-,39-,3.6952831149101257
6-,41-,3.906855881214142
6-,42-,3.906855881214142
6-,44-,4.139863133430481
6-,45-,4.139863133430481
6-,47-,4.413177013397217
6-,48-,4.413177013397217
6-,50-,4.502693444490433
6-,51-,4.502693444490433
6-,53-,4.704978168010712
6-,54-,4.704978168010712
6-,56-,4.773368537425995
6-,57-,4.773368537425995
6-,59-,4.93177717924118
6-,60-,4.93177717924118
6-,62-,5.00473290681839
6-,63-,5.00473290681839
6-,65-,5.134311258792877
6-,66-,5.134311258792877
6-,68-,5.1860591173172
6-,69-,5.1860591173172
6-,71-,5.295399069786072
6-,72-,5.295399069786072
6-,75-,5.349346786737442
6-,76-,5.349346786737442
6-,78-,5.443360358476639
6-,79-,5.443360358476639
6-,81-,5.534667879343033
6-,82-,5.534667879343033
6-,84-,5.690794587135315
8-,12-,0.48215899523347616
8-,13-,0.48215899523347616
8-,15-,0.9571302365511656
8-,16-,0.9571302365511656
8-,18-,1.4201067797839642
8-,19-,1.4201067797839642
8-,21-,1.8495696894824505
8-,22-,1.8495696894824505
8-,25-,2.0239137038588524
8-,26-,2.0239137038588524
8-,28-,2.2798179239034653
8-,29-,2.2798179239034653
8-,31-,2.559816423803568
8-,32-,2.559816423803568
8-,34-,2.8615785762667656
8-,35-,2.8615785762667656
8-,38-,2.9700503647327423
8-,39-,2.9700503647327423
8-,41-,3.181623011827469
8-,42-,3.181623011827469
8-,44-,3.414630301296711
8-,45-,3.414630301296711
8-,47-,3.687944047152996
8-,48-,3.687944047152996
8-,50-,3.777460537850857
8-,51-,3.777460537850857
8-,53-,3.9797452092170715
8-,54-,3.9797452092170715
8-,56-,4.048135660588741
8-,57-,4.048135660588741
8-,59-,4.206544481217861
8-,60-,4.206544481217861
8-,62-,4.2795000076293945
8-,63-,4.2795000076293945
8-,65-,4.409078575670719
8-,66-,4.409078575670719
8-,68-,4.460826106369495
8-,69-,4.460826106369495
8-,71-,4.570166401565075
8-,72-,4.570166401565075
8-,75-,4.624113984405994
8-,76-,4.624113984405994
8-,78-,4.718127548694611
8-,79-,4.718127548694611
8-,81-,4.809435158967972
8-,82-,4.809435158967972
8-,84-,4.965561926364899
9-,12-,0.48215899523347616
9-,13-,0.48215899523347616
9-,15-,0.9571302365511656
9-,16-,0.9571302365511656
9-,18-,1.4201067797839642
9-,19-,1.4201067797839642
9-,21-,1.8495696894824505
9-,22-,1.8495696894824505
9-,25-,2.0239137038588524
9-,26-,2.0239137038588524
9-,28-,2.2798179239034653
9-,29-,2.2798179239034653
9-,31-,2.559816423803568
9-,32-,2.559816423803568
9-,34-,2.8615785762667656
9-,35-,2.8615785762667656
9-,38-,2.9700503647327423
9-,39-,2.9700503647327423
9-,41-,3.181623011827469
9-,42-,3.181623011827469
9-,44-,3.414630301296711
9-,45-,3.414630301296711
9-,47-,3.687944047152996
9-,48-,3.687944047152996
9-,50-,3.777460537850857
9-,51-,3.777460537850857
9-,53-,3.9797452092170715
9-,54-,3.9797452092170715
9-,56-,4.048135660588741
9-,57-,4.048135660588741
9-,59-,4.206544481217861
9-,60-,4.206544481217861
9-,62-,4.2795000076293945
9-,63-,4.2795000076293945
9-,65-,4.409078575670719
9-,66-,4.409078575670719
9-,68-,4.460826106369495
9-,69-,4.460826106369495
9-,71-,4.570166401565075
9-,72-,4.570166401565075
9-,75-,4.624113984405994
9-,76-,4.624113984405994
9-,78-,4.718127548694611
9-,79-,4.718127548694611
9-,81-,4.809435158967972
9-,82-,4.809435158967972
9-,84-,4.965561926364899
12-,15-,0.4749712161719799
12-,16-,0.4749712161719799
12-,18-,0.9379477305337787
12-,19-,0.9379477305337787
12-,21-,1.3674106430262327
12-,22-,1.3674106430262327
12-,25-,1.54175466299057
12-,26-,1.54175466299057
12-,28-,1.7976588010787964
12-,29-,1.7976588010787964
12-,31-,2.077657336369157
12-,32-,2.077657336369157
12-,34-,2.3794194385409355
12-,35-,2.3794194385409355
12-,38-,2.4878911525011063
12-,39-,2.4878911525011063
12-,41-,2.6994639337062836
12-,42-,2.6994639337062836
12-,44-,2.9324711710214615
12-,45-,2.9324711710214615
12-,47-,3.205784887075424
12-,48-,3.205784887075424
12-,50-,3.295301381498575
12-,51-,3.295301381498575
12-,53-,3.4975861348211765
12-,54-,3.4975861348211765
12-,56-,3.5659764260053635
12-,57-,3.5659764260053635
12-,59-,3.7243851870298386
12-,60-,3.7243851870298386
12-,62-,3.797340791672468
12-,63-,3.797340791672468
12-,65-,3.926919411867857
12-,66-,3.926919411867857
12-,68-,3.9786669611930847
12-,69-,3.9786669611930847
12-,71-,4.088007170706987
12-,72-,4.088007170706987
12-,75-,4.141954738646746
12-,76-,4.141954738646746
12-,78-,4.235968325287104
12-,79-,4.235968325287104
12-,81-,4.3272759057581425
12-,82-,4.3272759057581425
12-,84-,4.4834026880562305
13-,15-,0.4749712161719799
13-,16-,0.4749712161719799
13-,18-,0.9379477305337787
13-,19-,0.9379477305337787
13-,21-,1.3674106430262327
13-,22-,1.3674106430262327
13-,25-,1.54175466299057
13-,26-,1.54175466299057
13-,28-,1.7976588010787964
13-,29-,1.7976588010787964
13-,31-,2.077657336369157
13-,32-,2.077657336369157
13-,34-,2.3794194385409355
13-,35-,2.3794194385409355
13-,38-,2.4878911525011063
13-,39-,2.4878911525011063
13-,41-,2.6994639337062836
13-,42-,2.6994639337062836
13-,44-,2.9324711710214615
13-,45-,2.9324711710214615
13-,47-,3.205784887075424
13-,48-,3.205784887075424
13-,50-,3.295301381498575
13-,51-,3.295301381498575
13-,53-,3.4975861348211765
13-,54-,3.4975861348211765
13-,56-,3.5659764260053635
13-,57-,3.5659764260053635
13-,59-,3.7243851870298386
13-,60-,3.7243851870298386
13-,62-,3.797340791672468
13-,63-,3.797340791672468
13-,65-,3.926919411867857
13-,66-,3.926919411867857
13-,68-,3.9786669611930847
13-,69-,3.9786669611930847
13-,71-,4.088007170706987
13-,72-,4.088007170706987
13-,75-,4.141954738646746
13-,76-,4.141954738646746
13-,78-,4.235968325287104
13-,79-,4.235968325287104
13-,81-,4.3272759057581425
13-,82-,4.3272759057581425
13-,84-,4.4834026880562305
15-,18-,0.4629764882847667
15-,19-,0.4629764882847667
15-,21-,0.8924393788911402
15-,22-,0.8924393788911402
15-,25-,1.0667833359912038
15-,26-,1.0667833359912038
15-,28-,1.3226874843239784
15-,29-,1.3226874843239784
15-,31-,1.6026860168203712
15-,32-,1.6026860168203712
15-,34-,1.9044481050223112
15-,35-,1.9044481050223112
15-,38-,2.0129198618233204
15-,39-,2.0129198618233204
15-,41-,2.2244925405830145
15-,42-,2.2244925405830145
15-,44-,2.4574997890740633
15-,45-,2.4574997890740633
15-,47-,2.7308134753257036
15-,48-,2.7308134753257036
15-,50-,2.820329964160919
15-,51-,2.820329964160919
15-,53-,3.0226146671921015
15-,54-,3.0226146671921015
15-,56-,3.09100504219532
15-,57-,3.09100504219532
15-,59-,3.2494137473404408
15-,60-,3.2494137473404408
15-,62-,3.322369396686554
15-,63-,3.322369396686554
15-,65-,3.4519479479640722
15-,66-,3.4519479479640722
15-,68-,3.5036955270916224
15-,69-,3.5036955270916224
15-,71-,3.6130357552319765
15-,72-,3.6130357552319765
15-,75-,3.666983250528574
15-,76-,3.666983250528574
15-,78-,3.7609969042241573
15-,79-,3.7609969042241573
15-,81-,3.852304417639971
15-,82-,3.852304417639971
15-,84-,4.008431226015091
16-,18-,0.4629764882847667
16-,19-,0.4629764882847667
16-,21-,0.8924393788911402
16-,22-,0.8924393788911402
16-,25-,1.0667833359912038
16-,26-,1.0667833359912038
16-,28-,1.3226874843239784
16-,29-,1.3226874843239784
16-,31-,1.6026860168203712
16-,32-,1.6026860168203712
16-,34-,1.9044481050223112
16-,35-,1.9044481050223112
16-,38-,2.0129198618233204
16-,39-,2.0129198618233204
16-,41-,2.2244925405830145
16-,42-,2.2244925405830145
16-,44-,2.4574997890740633
16-,45-,2.4574997890740633
16-,47-,2.7308134753257036
16-,48-,2.7308134753257036
16-,50-,2.820329964160919
16-,51-,2.820329964160919
16-,53-,3.0226146671921015
16-,54-,3.0226146671921015
16-,56-,3.09100504219532
16-,57-,3.09100504219532
16-,59-,3.2494137473404408
16-,60-,3.2494137473404408
16-,62-,3.322369396686554
16-,63-,3.322369396686554
16-,65-,3.4519479479640722
16-,66-,3.4519479479640722
16-,68-,3.5036955270916224
16-,69-,3.5036955270916224
16-,71-,3.6130357552319765
16-,72-,3.6130357552319765
16-,75-,3.666983250528574
16-,76-,3.666983250528574
16-,78-,3.7609969042241573
16-,79-,3.7609969042241573
16-,81-,3.852304417639971
16-,82-,3.852304417639971
16-,84-,4.008431226015091
18-,21-,0.4294628477655351
18-,22-,0.4294628477655351
18-,25-,0.6038067990448326
18-,26-,0.6038067990448326
18-,28-,0.859710915479809
18-,29-,0.859710915479809
18-,31-,1.1397094270214438
18-,32-,1.1397094270214438
18-,34-,1.4414714965969324
18-,35-,1.4414714965969324
18-,38-,1.54994326364249
18-,39-,1.54994326364249
18-,41-,1.7615159433335066
18-,42-,1.7615159433335066
18-,44-,1.994523107074201
18-,45-,1.994523107074201
18-,47-,2.267836829647422
18-,48-,2.267836829647422
18-,50-,2.357353293336928
18-,51-,2.357353293336928
18-,53-,2.559637946076691
18-,54-,2.559637946076691
18-,56-,2.6280282912775874
18-,57-,2.6280282912775874
18-,59-,2.7864370457828045
18-,60-,2.7864370457828045
18-,62-,2.8593926317989826
18-,63-,2.8593926317989826
18-,65-,2.988971121609211
18-,66-,2.988971121609211
18-,68-,3.0407187286764383
18-,69-,3.0407187286764383
18-,71-,3.150058886036277
18-,72-,3.150058886036277
18-,75-,3.204006403684616
18-,76-,3.204006403684616
18-,78-,3.2980201840400696
18-,79-,3.2980201840400696
18-,81-,3.3893276378512383
18-,82-,3.3893276378512383
18-,84-,3.545454429462552
19-,21-,0.4294628477655351
19-,22-,0.4294628477655351
19-,25-,0.6038067990448326
19-,26-,0.6038067990448326
19-,28-,0.859710915479809
19-,29-,0.859710915479809
19-,31-,1.1397094270214438
19-,32-,1.1397094270214438
19-,34-,1.4414714965969324
19-,35-,1.4414714965969324
19-,38-,1.54994326364249
19-,39-,1.54994326364249
19-,41-,1.7615159433335066
19-,42-,1.7615159433335066
19-,44-,1.994523107074201
19-,45-,1.994523107074201
19-,47-,2.267836829647422
19-,48-,2.267836829647422
19-,50-,2.357353293336928
19-,51-,2.357353293336928
19-,53-,2.559637946076691
19-,54-,2.559637946076691
19-,56-,2.6280282912775874
19-,57-,2.6280282912775874
19-,59-,2.7864370457828045
19-,60-,2.7864370457828045
19-,62-,2.8593926317989826
19-,63-,2.8593926317989826
19-,65-,2.988971121609211
19-,66-,2.988971121609211
19-,68-,3.0407187286764383
19-,69-,3.0407187286764383
19-,71-,3.150058886036277
19-,72-,3.150058886036277
19-,75-,3.204006403684616
19-,76-,3.204006403684616
19-,78-,3.2980201840400696
19-,79-,3.2980201840400696
19-,81-,3.3893276378512383
19-,82-,3.3893276378512383
19-,84-,3.545454429462552
21-,25-,0.17434396914904937
21-,26-,0.17434396914904937
21-,28-,0.43024809600319713
21-,29-,0.43024809600319713
21-,31-,0.710246650269255
21-,32-,0.710246650269255
21-,34-,1.0120087009854615
21-,35-,1.0120087009854615
21-,38-,1.1204804978333414
21-,39-,1.1204804978333414
